country,,Treaty Name,Treaty Acronym,Ratification Date,Signature Date
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1969-04-21 00:00:00,.
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1969-04-08 00:00:00,1966-03-07 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1969-04-07 00:00:00,.
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1969-03-07 00:00:00,1966-03-07 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1969-03-07 00:00:00,1966-10-11 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1969-02-07 00:00:00,1967-12-18 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1969-02-04 00:00:00,1966-03-07 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1968-12-05 00:00:00,1966-03-07 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1968-12-03 00:00:00,1967-03-02 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1968-10-15 00:00:00,.
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1968-10-02 00:00:00,1967-07-13 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1968-09-13 00:00:00,.
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1968-08-30 00:00:00,1967-02-21 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1968-08-29 00:00:00,1967-03-08 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1968-07-03 00:00:00,.
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1968-03-27 00:00:00,1966-03-07 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-10-16 00:00:00,.
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-10-10 00:00:00,1967-04-21 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-09-15 00:00:00,1966-03-07 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-08-16 00:00:00,1966-12-08 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-08-02 00:00:00,1966-11-17 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-05-04 00:00:00,1966-09-15 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-05-01 00:00:00,1966-09-28 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-04-27 00:00:00,1966-03-14 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-04-21 00:00:00,1966-12-12 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-03-13 00:00:00,1966-11-14 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-01-16 00:00:00,1966-03-14 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1967-01-13 00:00:00,1966-04-12 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1966-09-22 00:00:00,.
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1966-09-21 00:00:00,1966-09-19 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1966-09-08 00:00:00,1966-09-08 00:00:00
, ,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,1966-08-08 00:00:00,1966-06-01 00:00:00
,,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,.,2011-09-20 00:00:00
,,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,.,2001-11-12 00:00:00
,,Amendment to article 8 of the International Convention on the Elimination of All Forms of Racial Discrimination,ICERD,.,1973-03-26 00:00:00
Zambia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2022-04-20 00:00:00,.
Mauritius,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2019-07-08 00:00:00,.
Dominica,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2019-05-13 00:00:00,.
Turkmenistan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2018-12-26 00:00:00,.
Benin,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2017-11-02 00:00:00,.
Malawi,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2017-07-14 00:00:00,.
Tajikistan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2015-11-03 00:00:00,.
Malta,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2014-06-06 00:00:00,.
Palestine,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2014-04-02 00:00:00,.
San Marino,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2013-11-08 00:00:00,.
Guinea-Bissau,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2013-09-24 00:00:00,.
Cape Verde,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2011-10-10 00:00:00,.
Nigeria,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2009-07-27 00:00:00,.
Montenegro,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2006-10-23 00:00:00,.
Andorra,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2006-09-22 00:00:00,.
UAE,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2005-11-11 00:00:00,.
Bolivia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2005-06-14 00:00:00,1948-12-11 00:00:00
Comoros,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2004-09-27 00:00:00,.
Sudan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2003-10-13 00:00:00,.
Trinidad and Tobago,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2002-12-13 00:00:00,.
Paraguay,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2001-10-03 00:00:00,1948-12-11 00:00:00
Serbia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2001-03-12 00:00:00,.
Guinea,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2000-09-07 00:00:00,.
Switzerland,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,2000-09-07 00:00:00,.
Uzbekistan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1999-09-09 00:00:00,.
Portugal,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1999-02-09 00:00:00,.
South Africa,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1998-12-10 00:00:00,.
Bangladesh,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1998-10-05 00:00:00,.
Kazakhstan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1998-08-26 00:00:00,.
Belize,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1998-03-10 00:00:00,.
Kyrgyzstan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1997-09-05 00:00:00,.
Burundi,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1997-01-06 00:00:00,.
Azerbaijan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1996-08-16 00:00:00,.
Lithuania,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1996-02-01 00:00:00,.
Ivory Coast,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1995-12-18 00:00:00,.
Uganda,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1995-11-14 00:00:00,.
Singapore,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1995-08-18 00:00:00,.
Kuwait,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1995-03-07 00:00:00,.
Malaysia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1994-12-20 00:00:00,.
Namibia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1994-11-28 00:00:00,.
Liechtenstein,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1994-03-24 00:00:00,.
North Macedonia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1994-01-18 00:00:00,.
Georgia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1993-10-11 00:00:00,.
Armenia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1993-06-23 00:00:00,.
Slovak Republic,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1993-05-28 00:00:00,.
Czech Republic,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1993-02-22 00:00:00,.
Moldova,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1993-01-26 00:00:00,.
Bosnia & Herzegovina,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1992-12-29 00:00:00,.
Croatia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1992-10-12 00:00:00,.
Slovenia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1992-07-06 00:00:00,.
Seychelles,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1992-05-05 00:00:00,.
Latvia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1992-04-14 00:00:00,.
Estonia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1991-10-21 00:00:00,.
Zimbabwe,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1991-05-13 00:00:00,.
Bahrain,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1990-03-27 00:00:00,.
Libya,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1989-05-16 00:00:00,.
Yemen,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1989-04-06 00:00:00,.
North Korea,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1989-01-31 00:00:00,.
United States,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1988-11-25 00:00:00,1948-12-11 00:00:00
Antigua and Barbuda,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1988-10-25 00:00:00,.
Togo,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1984-05-24 00:00:00,.
Maldives,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1984-04-24 00:00:00,.
Tanzania,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1984-04-05 00:00:00,.
Senegal,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1983-08-04 00:00:00,.
Mozambique,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1983-04-18 00:00:00,.
China,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1983-04-18 00:00:00,1949-07-20 00:00:00
Gabon,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1983-01-21 00:00:00,.
Cyprus,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1982-03-29 00:00:00,.
Papua New Guinea,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1982-01-27 00:00:00,.
Saint Vincent and Grenadines,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1981-11-09 00:00:00,.
Luxembourg,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1981-10-07 00:00:00,.
Vietnam,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1981-06-09 00:00:00,.
Barbados,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1980-01-14 00:00:00,.
Gambia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1978-12-29 00:00:00,.
New Zealand,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1978-12-28 00:00:00,1949-11-25 00:00:00
Ireland,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1976-06-22 00:00:00,.
Bahamas,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1975-08-05 00:00:00,.
Rwanda,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1975-04-16 00:00:00,.
Lesotho,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1974-11-29 00:00:00,.
Mali,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1974-07-16 00:00:00,.
Fiji,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1973-01-11 00:00:00,.
Tonga,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1972-02-16 00:00:00,.
United Kingdom,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1970-01-30 00:00:00,.
Nepal,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1969-01-17 00:00:00,.
Jamaica,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1968-09-23 00:00:00,.
Spain,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1968-09-13 00:00:00,.
Uruguay,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1967-07-11 00:00:00,1948-12-11 00:00:00
Mongolia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1967-01-05 00:00:00,.
Netherlands,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1966-06-20 00:00:00,.
Burkina Faso,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1965-09-14 00:00:00,.
Algeria, ,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1963-10-31 00:00:00,.
Democratic Republic of Congo,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1962-05-31 00:00:00,.
Venezuela,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1960-07-12 00:00:00,.
Peru,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1960-02-24 00:00:00,1948-12-11 00:00:00
Finland,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1959-12-18 00:00:00,.
Colombia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1959-10-27 00:00:00,1949-08-12 00:00:00
India,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1959-08-27 00:00:00,1949-11-29 00:00:00
Iraq,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1959-01-20 00:00:00,.
Ghana,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1958-12-24 00:00:00,.
Austria,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1958-03-19 00:00:00,.
Morocco,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1958-01-24 00:00:00,.
Pakistan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1957-10-12 00:00:00,1948-12-11 00:00:00
Tunisia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1956-11-29 00:00:00,.
Iran,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1956-08-14 00:00:00,1949-12-08 00:00:00
Antigua and Barbuda,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1956-06-05 00:00:00,.
Afghanistan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1956-03-22 00:00:00,.
Myanmar,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1956-03-14 00:00:00,1949-12-30 00:00:00
Syria,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1955-06-25 00:00:00,.
Albania,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1955-05-12 00:00:00,.
Greece,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1954-12-08 00:00:00,1949-12-29 00:00:00
Germany,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1954-11-24 00:00:00,.
Ukraine,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1954-11-15 00:00:00,1949-12-16 00:00:00
Belarus,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1954-08-11 00:00:00,1949-12-16 00:00:00
Russia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1954-05-03 00:00:00,1949-12-16 00:00:00
Lebanon,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1953-12-17 00:00:00,1949-12-30 00:00:00
Chile,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1953-06-03 00:00:00,1948-12-11 00:00:00
Cuba,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1953-03-04 00:00:00,1949-12-28 00:00:00
Canada,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1952-09-03 00:00:00,1949-11-28 00:00:00
Mexico,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1952-07-22 00:00:00,1948-12-14 00:00:00
Italy,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1952-06-04 00:00:00,.
Sweden,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1952-05-27 00:00:00,1949-12-30 00:00:00
Brazil,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1952-04-15 00:00:00,1948-12-11 00:00:00
Honduras,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1952-03-05 00:00:00,1949-04-22 00:00:00
Egypt,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1952-02-08 00:00:00,1948-12-12 00:00:00
Nicaragua,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1952-01-29 00:00:00,.
Hungary,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1952-01-07 00:00:00,.
Belgium,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1951-09-05 00:00:00,1949-12-12 00:00:00
Denmark,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1951-06-15 00:00:00,1949-09-28 00:00:00
Laos,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-12-08 00:00:00,.
Poland,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-11-14 00:00:00,.
Romania,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-11-02 00:00:00,.
South Korea,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-10-14 00:00:00,.
Cambodia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-10-14 00:00:00,.
France,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-10-14 00:00:00,1948-12-11 00:00:00
Costa,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-10-14 00:00:00,.
Haiti,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-10-14 00:00:00,1948-12-11 00:00:00
Sri Lanka,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-10-12 00:00:00,.
El Salvador,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-09-28 00:00:00,1949-04-27 00:00:00
Turkey,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-07-31 00:00:00,.
Bulgaria,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-07-21 00:00:00,.
Saudi Arabia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-07-13 00:00:00,.
Philippines,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-07-07 00:00:00,1948-12-11 00:00:00
Liberia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-06-20 00:00:00,1948-12-11 00:00:00
Jordan,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-04-03 00:00:00,.
Monaco,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-03-30 00:00:00,.
Israel,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-03-09 00:00:00,1949-08-17 00:00:00
Guatemala,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-01-13 00:00:00,1949-06-22 00:00:00
Panama,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1950-01-11 00:00:00,1948-12-11 00:00:00
Ecuador,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1949-12-21 00:00:00,1948-12-11 00:00:00
Iceland,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1949-08-29 00:00:00,1949-05-14 00:00:00
Norway,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1949-07-22 00:00:00,1948-12-11 00:00:00
Australia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1949-07-08 00:00:00,1948-12-11 00:00:00
Ethiopia,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,1949-07-01 00:00:00,1948-12-11 00:00:00
Dominican Republic,,Convention on the Prevention and Punishment of the Crime of Genocide,CPPCG,.,1948-12-11 00:00:00
